Movimiento,Fecha,Cuenta,NoCuenta,Debe,Haber,Entidad
BNK1/2018/0284,2018-06-11,BBVA,572001,30.0,0.0,Robert Oconnell
BNK1/2018/0284,2018-06-11,Clientes (euros),430000,0.0,30.0,Robert Oconnell
BNK1/2018/0283,2018-06-11,BBVA,572001,30.0,0.0,Alexander Collins
BNK1/2018/0283,2018-06-11,Clientes (euros),430000,0.0,30.0,Alexander Collins
BNK1/2018/0281,2018-06-11,BBVA,572001,24.0,0.0,Tina Sanders
BNK1/2018/0281,2018-06-11,Clientes (euros),430000,0.0,24.0,Tina Sanders
BNK1/2018/0273,2018-06-11,BBVA,572001,30.0,0.0,Victoria Larson
BNK1/2018/0273,2018-06-11,Clientes (euros),430000,0.0,30.0,Victoria Larson
BNK1/2018/0224,2018-06-11,BBVA,572001,24.0,0.0,Angela Vaughn
BNK1/2018/0224,2018-06-11,Clientes (euros),430000,0.0,24.0,Angela Vaughn
CSH1/2018/0061,2018-06-12,Cash,570001,42.35,0.0,Ethan Adams
CSH1/2018/0061,2018-06-12,Clientes (euros),430000,0.0,42.35,Ethan Adams
BNK1/2018/0330,2018-06-12,BBVA,572001,30.0,0.0,Ashley Barton
BNK1/2018/0330,2018-06-12,Clientes (euros),430000,0.0,30.0,Ashley Barton
BNK1/2018/0329,2018-06-12,BBVA,572001,24.0,0.0,Lindsay Martinez
BNK1/2018/0329,2018-06-12,Clientes (euros),430000,0.0,24.0,Lindsay Martinez
BNK1/2018/0328,2018-06-12,BBVA,572001,24.0,0.0,Dr. Hannah Patterson
BNK1/2018/0328,2018-06-12,Clientes (euros),430000,0.0,24.0,Dr. Hannah Patterson
BNK1/2018/0327,2018-06-12,BBVA,572001,24.0,0.0,Jonathan Peterson
BNK1/2018/0327,2018-06-12,Clientes (euros),430000,0.0,24.0,Jonathan Peterson
BNK1/2018/0326,2018-06-12,BBVA,572001,24.0,0.0,Samantha Garcia
BNK1/2018/0326,2018-06-12,Clientes (euros),430000,0.0,24.0,Samantha Garcia
BNK1/2018/0325,2018-06-12,BBVA,572001,30.0,0.0,Madison Poole
BNK1/2018/0325,2018-06-12,Clientes (euros),430000,0.0,30.0,Madison Poole
BNK1/2018/0307,2018-06-12,BBVA,572001,48.0,0.0,Jessica Gross
BNK1/2018/0307,2018-06-12,Clientes (euros),430000,0.0,48.0,Jessica Gross
BNK1/2018/0306,2018-06-12,BBVA,572001,48.0,0.0,Debra Morton
BNK1/2018/0306,2018-06-12,Clientes (euros),430000,0.0,48.0,Debra Morton
BNK1/2018/0304,2018-06-12,BBVA,572001,50.0,0.0,Victoria Larson
BNK1/2018/0304,2018-06-12,Clientes (euros),430000,0.0,50.0,Victoria Larson
BNK1/2018/0282,2018-06-12,BBVA,572001,30.0,0.0,Karen Graham
BNK1/2018/0282,2018-06-12,Clientes (euros),430000,0.0,30.0,Karen Graham
BNK1/2018/0280,2018-06-12,BBVA,572001,24.0,0.0,Debra Christian
BNK1/2018/0280,2018-06-12,Clientes (euros),430000,0.0,24.0,Debra Christian
BNK1/2018/0279,2018-06-12,BBVA,572001,24.0,0.0,Angelica Keith
BNK1/2018/0279,2018-06-12,Clientes (euros),430000,0.0,24.0,Angelica Keith
BNK1/2018/0276,2018-06-12,BBVA,572001,65.0,0.0,John Bishop
BNK1/2018/0276,2018-06-12,Clientes (euros),430000,0.0,65.0,John Bishop
BNK1/2018/0272,2018-06-12,BBVA,572001,55.0,0.0,Stephanie Salazar
BNK1/2018/0272,2018-06-12,Clientes (euros),430000,0.0,55.0,Stephanie Salazar
BNK1/2018/0268,2018-06-12,BBVA,572001,35.0,0.0,Shannon Walker
BNK1/2018/0268,2018-06-12,Clientes (euros),430000,0.0,35.0,Shannon Walker
BNK1/2018/0194,2018-06-12,BBVA,572001,919.7,0.0,Courtney Gonzalez
BNK1/2018/0194,2018-06-12,Clientes (euros),430000,0.0,919.7,Courtney Gonzalez
T1824003,2018-06-12,Clientes (euros),430000,42.35,0.0,Ethan Adams
T1824003,2018-06-12,Hacienda Pública. IVA repercutido,477000,0.0,7.35,Ethan Adams
T1824003,2018-06-12,Prestaciones de servicios en España,705000,0.0,35.0,Ethan Adams
T1824002,2018-06-12,Clientes (euros),430000,332.65000000000003,0.0,Whitney Peters
T1824002,2018-06-12,Hacienda Pública. IVA repercutido,477000,0.0,57.73,Whitney Peters
T1824002,2018-06-12,Prestaciones de servicios en España,705000,0.0,274.92,Whitney Peters
CSH1/2018/0041,2018-06-12,Cash,570001,24.2,0.0,Ethan Adams
CSH1/2018/0041,2018-06-12,Clientes (euros),430000,0.0,24.2,Ethan Adams
T1824001,2018-06-12,Clientes (euros),430000,24.2,0.0,Ethan Adams
T1824001,2018-06-12,Hacienda Pública. IVA repercutido,477000,0.0,4.2,Ethan Adams
T1824001,2018-06-12,Prestaciones de servicios en España,705000,0.0,20.0,Ethan Adams
CSH1/2018/0062,2018-06-13,Cash,570001,30.25,0.0,Ethan Adams
CSH1/2018/0062,2018-06-13,Clientes (euros),430000,0.0,30.25,Ethan Adams
BNK1/2018/0331,2018-06-13,BBVA,572001,24.0,0.0,Allen Rosales
BNK1/2018/0331,2018-06-13,Clientes (euros),430000,0.0,24.0,Allen Rosales
BNK1/2018/0278,2018-06-13,BBVA,572001,24.0,0.0,Daniel Salinas
BNK1/2018/0278,2018-06-13,Clientes (euros),430000,0.0,24.0,Daniel Salinas
BNK1/2018/0277,2018-06-13,BBVA,572001,24.0,0.0,Spencer Haynes
BNK1/2018/0277,2018-06-13,Clientes (euros),430000,0.0,24.0,Spencer Haynes
BNK1/2018/0267,2018-06-13,BBVA,572001,24.0,0.0,Adam Vaughan
BNK1/2018/0267,2018-06-13,Clientes (euros),430000,0.0,24.0,Adam Vaughan
T1824007,2018-06-13,Clientes (euros),430000,30.25,0.0,Ethan Adams
T1824007,2018-06-13,Hacienda Pública. IVA repercutido,477000,0.0,5.25,Ethan Adams
T1824007,2018-06-13,Prestaciones de servicios en España,705000,0.0,25.0,Ethan Adams
T1824006,2018-06-13,Clientes (euros),430000,24.0,0.0,Adam Vaughan
T1824006,2018-06-13,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Adam Vaughan
T1824006,2018-06-13,Prestaciones de servicios en España,705000,0.0,19.83,Adam Vaughan
T1824005,2018-06-13,Clientes (euros),430000,29.0,0.0,Michele Williams
T1824005,2018-06-13,Hacienda Pública. IVA repercutido,477000,0.0,5.03,Michele Williams
T1824005,2018-06-13,Prestaciones de servicios en España,705000,0.0,23.97,Michele Williams
T1824004,2018-06-13,Clientes (euros),430000,35.0,0.0,Shannon Walker
T1824004,2018-06-13,Hacienda Pública. IVA repercutido,477000,0.0,6.07,Shannon Walker
T1824004,2018-06-13,Prestaciones de servicios en España,705000,0.0,28.93,Shannon Walker
CSH1/2018/0054,2018-06-14,Cash,570001,0.0,6.05,Judy Baker
CSH1/2018/0054,2018-06-14,Acreedores por prestaciones de servicios en España (euros),410100,6.05,0.0,Judy Baker
BNK1/2018/0215,2018-06-14,BBVA,572001,54.45,0.0,Nathan Freeman
BNK1/2018/0215,2018-06-14,Clientes (euros),430000,0.0,54.45,Nathan Freeman
BNK1/2018/0332,2018-06-15,BBVA,572001,30.0,0.0,Melissa Brewer
BNK1/2018/0332,2018-06-15,Clientes (euros),430000,0.0,30.0,Melissa Brewer
BNK1/2018/0266,2018-06-15,BBVA,572001,39.0,0.0,John Anderson
BNK1/2018/0266,2018-06-15,Clientes (euros),430000,0.0,39.0,John Anderson
BILL/2018/0100,2018-06-15,Acreedores por prestaciones de servicios (euros),410000,0.0,90.31,Paul Jones
BILL/2018/0100,2018-06-15,Hacienda Pública. IVA soportado,472000,15.67,0.0,Paul Jones
BILL/2018/0100,2018-06-15,Otros servicios,629000,74.64,0.0,Paul Jones
BNK1/2018/0193,2018-06-15,BBVA,572001,1094.33,0.0,Ryan Munoz
BNK1/2018/0193,2018-06-15,Clientes (euros),430000,0.0,1094.33,Ryan Munoz
BNK1/2018/0192,2018-06-15,BBVA,572001,1065.11,0.0,Ryan Munoz
BNK1/2018/0192,2018-06-15,Clientes (euros),430000,0.0,1065.11,Ryan Munoz
BNK1/2018/0382,2018-06-16,Cash,570001,0.0,23.98,Carla Gray
BNK1/2018/0382,2018-06-16,Proveedores (euros),400000,23.98,0.0,Carla Gray
CSH1/2018/0063,2018-06-17,Cash,570001,127.05,0.0,Ethan Adams
CSH1/2018/0063,2018-06-17,Clientes (euros),430000,0.0,127.05,Ethan Adams
T1824061,2018-06-17,Clientes (euros),430000,30.0,0.0,Melissa Brewer
T1824061,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Melissa Brewer
T1824061,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Melissa Brewer
T1824060,2018-06-17,Clientes (euros),430000,24.0,0.0,Allen Rosales
T1824060,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Allen Rosales
T1824060,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Allen Rosales
T1824059,2018-06-17,Clientes (euros),430000,30.0,0.0,Ashley Barton
T1824059,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Ashley Barton
T1824059,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Ashley Barton
T1824058,2018-06-17,Clientes (euros),430000,24.0,0.0,Lindsay Martinez
T1824058,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Lindsay Martinez
T1824058,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Lindsay Martinez
T1824057,2018-06-17,Clientes (euros),430000,24.0,0.0,Dr. Hannah Patterson
T1824057,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Dr. Hannah Patterson
T1824057,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Dr. Hannah Patterson
T1824056,2018-06-17,Clientes (euros),430000,24.0,0.0,Jonathan Peterson
T1824056,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Jonathan Peterson
T1824056,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Jonathan Peterson
T1824055,2018-06-17,Clientes (euros),430000,24.0,0.0,Samantha Garcia
T1824055,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Samantha Garcia
T1824055,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Samantha Garcia
T1824054,2018-06-17,Clientes (euros),430000,30.0,0.0,Madison Poole
T1824054,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Madison Poole
T1824054,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Madison Poole
T1824053,2018-06-17,Clientes (euros),430000,24.0,0.0,Stephanie Manning
T1824053,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Stephanie Manning
T1824053,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Stephanie Manning
T1824052,2018-06-17,Clientes (euros),430000,30.0,0.0,David Wright
T1824052,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,David Wright
T1824052,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,David Wright
T1824051,2018-06-17,Clientes (euros),430000,24.0,0.0,Pamela Boyd
T1824051,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Pamela Boyd
T1824051,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Pamela Boyd
T1824050,2018-06-17,Clientes (euros),430000,24.0,0.0,Denise Jones
T1824050,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Denise Jones
T1824050,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Denise Jones
T1824049,2018-06-17,Clientes (euros),430000,24.0,0.0,Devon Flores
T1824049,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Devon Flores
T1824049,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Devon Flores
T1824048,2018-06-17,Clientes (euros),430000,30.0,0.0,Brenda Hall
T1824048,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Brenda Hall
T1824048,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Brenda Hall
T1824047,2018-06-17,Clientes (euros),430000,30.0,0.0,Michelle Brown
T1824047,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Michelle Brown
T1824047,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Michelle Brown
T1824046,2018-06-17,Clientes (euros),430000,24.0,0.0,Joshua Perry
T1824046,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Joshua Perry
T1824046,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Joshua Perry
T1824045,2018-06-17,Clientes (euros),430000,24.0,0.0,Jason Stein
T1824045,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Jason Stein
T1824045,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Jason Stein
T1824044,2018-06-17,Clientes (euros),430000,30.0,0.0,Melissa Gates
T1824044,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Melissa Gates
T1824044,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Melissa Gates
T1824043,2018-06-17,Clientes (euros),430000,30.0,0.0,Jamie Smith
T1824043,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Jamie Smith
T1824043,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Jamie Smith
T1824042,2018-06-17,Clientes (euros),430000,30.0,0.0,Paul Castaneda
T1824042,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Paul Castaneda
T1824042,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Paul Castaneda
T1824041,2018-06-17,Clientes (euros),430000,30.0,0.0,Jennifer Adkins
T1824041,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Jennifer Adkins
T1824041,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Jennifer Adkins
T1824040,2018-06-17,Clientes (euros),430000,24.0,0.0,Lindsey Walker
T1824040,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Lindsey Walker
T1824040,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Lindsey Walker
T1824039,2018-06-17,Clientes (euros),430000,24.0,0.0,David Alvarez
T1824039,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,David Alvarez
T1824039,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,David Alvarez
T1824038,2018-06-17,Clientes (euros),430000,24.0,0.0,Angel Perry
T1824038,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Angel Perry
T1824038,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Angel Perry
T1824037,2018-06-17,Clientes (euros),430000,30.0,0.0,Jeffrey Johnson
T1824037,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Jeffrey Johnson
T1824037,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Jeffrey Johnson
T1824036,2018-06-17,Clientes (euros),430000,48.0,0.0,Jessica Gross
T1824036,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,8.33,Jessica Gross
T1824036,2018-06-17,Prestaciones de servicios en España,705000,0.0,39.67,Jessica Gross
T1824035,2018-06-17,Clientes (euros),430000,48.0,0.0,Debra Morton
T1824035,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,8.33,Debra Morton
T1824035,2018-06-17,Prestaciones de servicios en España,705000,0.0,39.67,Debra Morton
T1824034,2018-06-17,Clientes (euros),430000,48.0,0.0,Michael Powell
T1824034,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,8.33,Michael Powell
T1824034,2018-06-17,Prestaciones de servicios en España,705000,0.0,39.67,Michael Powell
T1824033,2018-06-17,Clientes (euros),430000,50.0,0.0,Victoria Larson
T1824033,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,8.68,Victoria Larson
T1824033,2018-06-17,Prestaciones de servicios en España,705000,0.0,41.32,Victoria Larson
T1824032,2018-06-17,Clientes (euros),430000,60.0,0.0,John Anderson
T1824032,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,10.41,John Anderson
T1824032,2018-06-17,Prestaciones de servicios en España,705000,0.0,49.59,John Anderson
T1824031,2018-06-17,Clientes (euros),430000,24.0,0.0,Alyssa Long
T1824031,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Alyssa Long
T1824031,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Alyssa Long
T1824030,2018-06-17,Clientes (euros),430000,24.0,0.0,Alyssa Day
T1824030,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Alyssa Day
T1824030,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Alyssa Day
T1824029,2018-06-17,Clientes (euros),430000,24.0,0.0,Joel Williams
T1824029,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Joel Williams
T1824029,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Joel Williams
T1824028,2018-06-17,Clientes (euros),430000,24.0,0.0,Daniel Murphy
T1824028,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Daniel Murphy
T1824028,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Daniel Murphy
T1824027,2018-06-17,Clientes (euros),430000,30.0,0.0,Jamie Walton
T1824027,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Jamie Walton
T1824027,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Jamie Walton
T1824026,2018-06-17,Clientes (euros),430000,60.0,0.0,Darlene Miller
T1824026,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,10.41,Darlene Miller
T1824026,2018-06-17,Prestaciones de servicios en España,705000,0.0,49.59,Darlene Miller
T1824025,2018-06-17,Clientes (euros),430000,30.0,0.0,Joshua Cooke
T1824025,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Joshua Cooke
T1824025,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Joshua Cooke
T1824024,2018-06-17,Clientes (euros),430000,24.0,0.0,Matthew Harrington
T1824024,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Matthew Harrington
T1824024,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Matthew Harrington
T1824023,2018-06-17,Clientes (euros),430000,30.0,0.0,Nicole Herring
T1824023,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Nicole Herring
T1824023,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Nicole Herring
T1824022,2018-06-17,Clientes (euros),430000,30.0,0.0,Alex Hernandez
T1824022,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Alex Hernandez
T1824022,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Alex Hernandez
T1824021,2018-06-17,Clientes (euros),430000,48.0,0.0,Michael Elliott
T1824021,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,8.33,Michael Elliott
T1824021,2018-06-17,Prestaciones de servicios en España,705000,0.0,39.67,Michael Elliott
T1824020,2018-06-17,Clientes (euros),430000,24.0,0.0,Michael Wang
T1824020,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Michael Wang
T1824020,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Michael Wang
T1824019,2018-06-17,Clientes (euros),430000,30.0,0.0,Lawrence Adkins
T1824019,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Lawrence Adkins
T1824019,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Lawrence Adkins
T1824018,2018-06-17,Clientes (euros),430000,30.0,0.0,Robert Oconnell
T1824018,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Robert Oconnell
T1824018,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Robert Oconnell
T1824017,2018-06-17,Clientes (euros),430000,30.0,0.0,Alexander Collins
T1824017,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Alexander Collins
T1824017,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Alexander Collins
T1824016,2018-06-17,Clientes (euros),430000,30.0,0.0,Karen Graham
T1824016,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Karen Graham
T1824016,2018-06-17,Prestaciones de servicios en España,705000,0.0,24.79,Karen Graham
T1824015,2018-06-17,Clientes (euros),430000,24.0,0.0,Tina Sanders
T1824015,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Tina Sanders
T1824015,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Tina Sanders
T1824014,2018-06-17,Clientes (euros),430000,24.0,0.0,Debra Christian
T1824014,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Debra Christian
T1824014,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Debra Christian
T1824013,2018-06-17,Clientes (euros),430000,24.0,0.0,Angelica Keith
T1824013,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Angelica Keith
T1824013,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Angelica Keith
T1824012,2018-06-17,Clientes (euros),430000,24.0,0.0,Daniel Salinas
T1824012,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Daniel Salinas
T1824012,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Daniel Salinas
T1824011,2018-06-17,Clientes (euros),430000,24.0,0.0,Spencer Haynes
T1824011,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Spencer Haynes
T1824011,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Spencer Haynes
T1824010,2018-06-17,Clientes (euros),430000,65.0,0.0,John Bishop
T1824010,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,11.28,John Bishop
T1824010,2018-06-17,Prestaciones de servicios en España,705000,0.0,53.72,John Bishop
T1824009,2018-06-17,Clientes (euros),430000,24.0,0.0,Angela Vaughn
T1824009,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,4.17,Angela Vaughn
T1824009,2018-06-17,Prestaciones de servicios en España,705000,0.0,19.83,Angela Vaughn
T1824008,2018-06-17,Clientes (euros),430000,127.05,0.0,Ethan Adams
T1824008,2018-06-17,Hacienda Pública. IVA repercutido,477000,0.0,22.05,Ethan Adams
T1824008,2018-06-17,Prestaciones de servicios en España,705000,0.0,105.0,Ethan Adams
BNK1/2018/0202,2018-06-17,BBVA,572001,0.0,923.07,Debra Davidson
BNK1/2018/0202,2018-06-17,Acreedores por prestaciones de servicios en España (euros),410100,923.07,0.0,Debra Davidson
BNK1/2018/0201,2018-06-17,BBVA,572001,0.0,30.25,Stephanie Ross
BNK1/2018/0201,2018-06-17,Acreedores por prestaciones de servicios en España (euros),410100,30.25,0.0,Stephanie Ross
BNK1/2018/0200,2018-06-17,BBVA,572001,0.0,18.04,John Daniel
BNK1/2018/0200,2018-06-17,Acreedores por prestaciones de servicios en España (euros),410100,18.04,0.0,John Daniel
BNK1/2018/0199,2018-06-17,BBVA,572001,0.0,392.5,Cassandra Gaines
BNK1/2018/0199,2018-06-17,Acreedores por prestaciones de servicios en España (euros),410100,392.5,0.0,Cassandra Gaines
BNK1/2018/0198,2018-06-17,BBVA,572001,0.0,31.8,Elizabeth Fowler
BNK1/2018/0198,2018-06-17,Acreedores por prestaciones de servicios en España (euros),410100,31.8,0.0,Elizabeth Fowler
BNK1/2018/0197,2018-06-17,BBVA,572001,0.0,31.8,Sherri Baker
BNK1/2018/0197,2018-06-17,Acreedores por prestaciones de servicios en España (euros),410100,31.8,0.0,Sherri Baker
BNK1/2018/0196,2018-06-17,BBVA,572001,0.0,3500.0,Allison Hill
BNK1/2018/0196,2018-06-17,Acreedores por prestaciones de servicios en España (euros),410100,3500.0,0.0,Allison Hill
BNK1/2018/0195,2018-06-17,BBVA,572001,0.0,3500.0,Noah Rhodes
BNK1/2018/0195,2018-06-17,Acreedores por prestaciones de servicios en España (euros),410100,3500.0,0.0,Noah Rhodes
BNK1/2018/0383,2018-06-18,Cash,570001,0.0,23.98,Carla Gray
BNK1/2018/0383,2018-06-18,Proveedores (euros),400000,23.98,0.0,Carla Gray
BNK1/2018/0333,2018-06-18,BBVA,572001,30.0,0.0,Ricky Davis II
BNK1/2018/0333,2018-06-18,Clientes (euros),430000,0.0,30.0,Ricky Davis II
BNK1/2018/0275,2018-06-18,BBVA,572001,74.0,0.0,Elizabeth Perkins
BNK1/2018/0275,2018-06-18,Clientes (euros),430000,0.0,74.0,Elizabeth Perkins
BNK1/2018/0203,2018-06-18,BBVA,572001,145.2,0.0,Kelly Donovan
BNK1/2018/0203,2018-06-18,Clientes (euros),430000,0.0,145.2,Kelly Donovan
T1825001,2018-06-19,Clientes (euros),430000,39.00000000000001,0.0,John Anderson
T1825001,2018-06-19,Hacienda Pública. IVA repercutido,477000,0.0,6.7700000000000005,John Anderson
T1825001,2018-06-19,Prestaciones de servicios en España,705000,0.0,32.230000000000004,John Anderson
BNK1/2018/0204,2018-06-21,BBVA,572001,50.0,0.0,Anna Henderson
BNK1/2018/0204,2018-06-21,Clientes (euros),430000,0.0,50.0,Anna Henderson
T1825004,2018-06-21,Clientes (euros),430000,30.25,0.0,Crystal Robinson
T1825004,2018-06-21,Hacienda Pública. IVA repercutido,477000,0.0,5.25,Crystal Robinson
T1825004,2018-06-21,Prestaciones de servicios en España,705000,0.0,25.0,Crystal Robinson
T1825003,2018-06-21,Clientes (euros),430000,187.55,0.0,Matthew Foster
T1825003,2018-06-21,Hacienda Pública. IVA repercutido,477000,0.0,32.55,Matthew Foster
T1825003,2018-06-21,Prestaciones de servicios en España,705000,0.0,155.0,Matthew Foster
T1825002,2018-06-21,Clientes (euros),430000,145.2,0.0,Kelly Donovan
T1825002,2018-06-21,Hacienda Pública. IVA repercutido,477000,0.0,25.2,Kelly Donovan
T1825002,2018-06-21,Prestaciones de servicios en España,705000,0.0,120.0,Kelly Donovan
T1825007,2018-06-22,Clientes (euros),430000,19.0,0.0,Michele Williams
T1825007,2018-06-22,Hacienda Pública. IVA repercutido,477000,0.0,3.3000000000000003,Michele Williams
T1825007,2018-06-22,Prestaciones de servicios en España,705000,0.0,15.7,Michele Williams
BNK1/2018/0205,2018-06-22,BBVA,572001,90.0,0.0,Joseph Coleman
BNK1/2018/0205,2018-06-22,Clientes (euros),430000,0.0,90.0,Joseph Coleman
T1825006,2018-06-22,Clientes (euros),430000,180.0,0.0,Joseph Coleman
T1825006,2018-06-22,Hacienda Pública. IVA repercutido,477000,0.0,31.24,Joseph Coleman
T1825006,2018-06-22,Prestaciones de servicios en España,705000,0.0,148.76,Joseph Coleman
T1825005,2018-06-22,Clientes (euros),430000,50.0,0.0,Anna Henderson
T1825005,2018-06-22,Hacienda Pública. IVA repercutido,477000,0.0,8.68,Anna Henderson
T1825005,2018-06-22,Prestaciones de servicios en España,705000,0.0,41.32,Anna Henderson
T1825009,2018-06-24,Clientes (euros),430000,30.0,0.0,Ricky Davis II
T1825009,2018-06-24,Hacienda Pública. IVA repercutido,477000,0.0,5.21,Ricky Davis II
T1825009,2018-06-24,Prestaciones de servicios en España,705000,0.0,24.79,Ricky Davis II
T1825008,2018-06-24,Clientes (euros),430000,74.0,0.0,Elizabeth Perkins
T1825008,2018-06-24,Hacienda Pública. IVA repercutido,477000,0.0,12.84,Elizabeth Perkins
T1825008,2018-06-24,Prestaciones de servicios en España,705000,0.0,61.16,Elizabeth Perkins
BNK1/2018/0486,2018-06-25,BBVA,572001,0.0,10.43,Eric Carney
