,ID,Fecha,Cuenta,NoCuenta,Debe,Haber,Entidad,Compras,Ventas,NoGrupo
9302,9302,19/08/2019,Prestaciones de servicios en España,705,0.0,41.32,Kelly Donovan,0.0,41.32,700
9303,9303,19/08/2019,BBVA,572,50.0,0.0,Charles Turner,0.0,0.0,500
9304,9304,19/08/2019,Clientes (euros),430,0.0,50.0,Charles Turner,0.0,0.0,400
9305,9305,19/08/2019,Clientes (euros),430,50.0,0.0,Charles Turner,0.0,0.0,400
9306,9306,19/08/2019,Hacienda Pública. IVA repercutido,477,0.0,8.68,Charles Turner,0.0,0.0,400
9307,9307,19/08/2019,Prestaciones de servicios en España,705,0.0,0.0,Charles Turner,0.0,0.0,700
9308,9308,19/08/2019,Prestaciones de servicios en España,705,0.0,41.32,Charles Turner,0.0,41.32,700
9309,9309,20/08/2019,BBVA,572,50.0,0.0,Arthur Hamilton MD,0.0,0.0,500
9310,9310,20/08/2019,Clientes (euros),430,0.0,50.0,Arthur Hamilton MD,0.0,0.0,400
9311,9311,20/08/2019,BBVA,572,52.5,0.0,Mr. David Wright,0.0,0.0,500
9312,9312,20/08/2019,Clientes (euros),430,0.0,52.5,Mr. David Wright,0.0,0.0,400
9313,9313,20/08/2019,BBVA,572,0.0,32.61,Lisa Barnes,0.0,0.0,500
9314,9314,20/08/2019,Acreedores por prestaciones de servicios (euros),410,32.61,0.0,Lisa Barnes,0.0,0.0,400
9315,9315,21/08/2019,Acreedores por prestaciones de servicios (euros),410,0.0,209.88,Mrs. Kristen Reyes,0.0,0.0,400
9316,9316,21/08/2019,Hacienda Pública. IVA soportado,472,41.58,0.0,Mrs. Kristen Reyes,0.0,0.0,400
9317,9317,21/08/2019,"Hacienda Pública, acreedora por retenciones practicadas",475,0.0,29.7,Mrs. Kristen Reyes,0.0,0.0,400
9318,9318,21/08/2019,Servicios de profesionales independientes,623,198.0,0.0,Mrs. Kristen Reyes,198.0,0.0,600
9319,9319,21/08/2019,Clientes (euros),430,50.0,0.0,Arthur Hamilton MD,0.0,0.0,400
9320,9320,21/08/2019,Hacienda Pública. IVA repercutido,477,0.0,8.68,Arthur Hamilton MD,0.0,0.0,400
9321,9321,21/08/2019,Prestaciones de servicios en España,705,0.0,0.0,Arthur Hamilton MD,0.0,0.0,700
9322,9322,21/08/2019,Prestaciones de servicios en España,705,0.0,41.32,Arthur Hamilton MD,0.0,41.32,700
9323,9323,21/08/2019,BBVA,572,33.0,0.0,Steven Stein,0.0,0.0,500
9324,9324,21/08/2019,Clientes (euros),430,0.0,33.0,Steven Stein,0.0,0.0,400
9325,9325,21/08/2019,Clientes (euros),430,79.0,0.0,Steven Stein,0.0,0.0,400
9326,9326,21/08/2019,Hacienda Pública. IVA repercutido,477,0.0,13.71,Steven Stein,0.0,0.0,400
9327,9327,21/08/2019,Prestaciones de servicios en España,705,0.0,65.29,Steven Stein,0.0,65.29,700
9328,9328,23/08/2019,Acreedores por prestaciones de servicios (euros),410,0.0,316.96000000000004,Joshua Reed,0.0,0.0,400
9329,9329,23/08/2019,Hacienda Pública. IVA soportado,472,62.79,0.0,Joshua Reed,0.0,0.0,400
9330,9330,23/08/2019,"Hacienda Pública, acreedora por retenciones practicadas",475,0.0,44.85,Joshua Reed,0.0,0.0,400
9331,9331,23/08/2019,Servicios de profesionales independientes,623,299.02000000000004,0.0,Joshua Reed,299.02000000000004,0.0,600
9332,9332,23/08/2019,BBVA,572,30.0,0.0,Mr. David Wright,0.0,0.0,500
9333,9333,23/08/2019,Clientes (euros),430,0.0,30.0,Mr. David Wright,0.0,0.0,400
9334,9334,23/08/2019,BBVA,572,52.5,0.0,Mr. David Wright,0.0,0.0,500
9335,9335,23/08/2019,Clientes (euros),430,0.0,52.5,Mr. David Wright,0.0,0.0,400
9336,9336,23/08/2019,Clientes (euros),430,66.55,0.0,Kathryn Snyder,0.0,0.0,400
9337,9337,23/08/2019,Hacienda Pública. IVA repercutido,477,0.0,11.55,Kathryn Snyder,0.0,0.0,400
9338,9338,23/08/2019,Prestaciones de servicios en España,705,0.0,55.0,Kathryn Snyder,0.0,55.0,700
9339,9339,23/08/2019,Clientes (euros),430,272.25,0.0,Ethan Adams,0.0,0.0,400
9340,9340,23/08/2019,Hacienda Pública. IVA repercutido,477,0.0,47.25,Ethan Adams,0.0,0.0,400
9341,9341,23/08/2019,Prestaciones de servicios en España,705,0.0,225.0,Ethan Adams,0.0,225.0,700
9342,9342,23/08/2019,Clientes (euros),430,105.0,0.0,Mr. David Wright,0.0,0.0,400
9343,9343,23/08/2019,Hacienda Pública. IVA repercutido,477,0.0,18.22,Mr. David Wright,0.0,0.0,400
9344,9344,23/08/2019,Prestaciones de servicios en España,705,0.0,0.0,Mr. David Wright,0.0,0.0,700
9345,9345,23/08/2019,Prestaciones de servicios en España,705,0.0,86.78,Mr. David Wright,0.0,86.78,700
9346,9346,23/08/2019,Clientes (euros),430,30.0,0.0,Mr. David Wright,0.0,0.0,400
9347,9347,23/08/2019,Hacienda Pública. IVA repercutido,477,0.0,5.21,Mr. David Wright,0.0,0.0,400
9348,9348,23/08/2019,Prestaciones de servicios en España,705,0.0,0.0,Mr. David Wright,0.0,0.0,700
9349,9349,23/08/2019,Prestaciones de servicios en España,705,0.0,24.79,Mr. David Wright,0.0,24.79,700
9350,9350,26/08/2019,BBVA,572,45.0,0.0,Linda Gonzalez,0.0,0.0,500
9351,9351,26/08/2019,Clientes (euros),430,0.0,45.0,Linda Gonzalez,0.0,0.0,400
9352,9352,26/08/2019,BBVA,572,30.0,0.0,Eric Rush,0.0,0.0,500
9353,9353,26/08/2019,Clientes (euros),430,0.0,30.0,Eric Rush,0.0,0.0,400
9354,9354,26/08/2019,BBVA,572,0.0,118.29,Paul Jones,0.0,0.0,500
9355,9355,26/08/2019,Acreedores por prestaciones de servicios (euros),410,118.29,0.0,Paul Jones,0.0,0.0,400
9356,9356,26/08/2019,Clientes (euros),430,30.0,0.0,Eric Rush,0.0,0.0,400
9357,9357,26/08/2019,Hacienda Pública. IVA repercutido,477,0.0,5.21,Eric Rush,0.0,0.0,400
9358,9358,26/08/2019,Prestaciones de servicios en España,705,0.0,24.79,Eric Rush,0.0,24.79,700
9359,9359,27/08/2019,BBVA,572,125.0,0.0,Richard Smith,0.0,0.0,500
9360,9360,27/08/2019,Clientes (euros),430,0.0,125.0,Richard Smith,0.0,0.0,400
9361,9361,27/08/2019,BBVA,572,60.0,0.0,Robin Santiago,0.0,0.0,500
9362,9362,27/08/2019,Clientes (euros),430,0.0,60.0,Robin Santiago,0.0,0.0,400
9363,9363,27/08/2019,Clientes (euros),430,30.25,0.0,Michelle Jacobs,0.0,0.0,400
9364,9364,27/08/2019,Hacienda Pública. IVA repercutido,477,0.0,5.25,Michelle Jacobs,0.0,0.0,400
9365,9365,27/08/2019,Prestaciones de servicios en España,705,0.0,25.0,Michelle Jacobs,0.0,25.0,700
9366,9366,28/08/2019,Acreedores por prestaciones de servicios (euros),410,0.0,282.47,Manuel Brock,0.0,0.0,400
9367,9367,28/08/2019,Hacienda Pública. IVA soportado,472,49.02,0.0,Manuel Brock,0.0,0.0,400
9368,9368,28/08/2019,Servicios de profesionales independientes,623,233.45,0.0,Manuel Brock,233.45,0.0,600
9369,9369,28/08/2019,BBVA,572,45.0,0.0,Linda Gonzalez,0.0,0.0,500
9370,9370,28/08/2019,Clientes (euros),430,0.0,45.0,Linda Gonzalez,0.0,0.0,400
9371,9371,28/08/2019,Clientes (euros),430,60.0,0.0,Robin Santiago,0.0,0.0,400
9372,9372,28/08/2019,Hacienda Pública. IVA repercutido,477,0.0,10.41,Robin Santiago,0.0,0.0,400
9373,9373,28/08/2019,Prestaciones de servicios en España,705,0.0,0.0,Robin Santiago,0.0,0.0,700
9374,9374,28/08/2019,Prestaciones de servicios en España,705,0.0,49.59,Robin Santiago,0.0,49.59,700
9375,9375,28/08/2019,Clientes (euros),430,90.0,0.0,Linda Gonzalez,0.0,0.0,400
9376,9376,28/08/2019,Hacienda Pública. IVA repercutido,477,0.0,15.62,Linda Gonzalez,0.0,0.0,400
9377,9377,28/08/2019,Prestaciones de servicios en España,705,0.0,0.0,Linda Gonzalez,0.0,0.0,700
9378,9378,28/08/2019,Prestaciones de servicios en España,705,0.0,74.38,Linda Gonzalez,0.0,74.38,700
9379,9379,29/08/2019,BBVA,572,0.0,3.15,Elizabeth Kelley,0.0,0.0,500
9380,9380,29/08/2019,Acreedores por prestaciones de servicios (euros),410,3.15,0.0,Elizabeth Kelley,0.0,0.0,400
9381,9381,29/08/2019,Acreedores por prestaciones de servicios (euros),410,0.0,35.14,Michael Lopez,0.0,0.0,400
9382,9382,29/08/2019,Hacienda Pública. IVA soportado,472,6.1000000000000005,0.0,Michael Lopez,0.0,0.0,400
9383,9383,29/08/2019,Servicios de profesionales independientes,623,29.04,0.0,Michael Lopez,29.04,0.0,600
9384,9384,29/08/2019,Acreedores por prestaciones de servicios (euros),410,0.0,44.23,Michael Lopez,0.0,0.0,400
9385,9385,29/08/2019,Hacienda Pública. IVA soportado,472,7.68,0.0,Michael Lopez,0.0,0.0,400
9386,9386,29/08/2019,Servicios de profesionales independientes,623,36.55,0.0,Michael Lopez,36.55,0.0,600
9387,9387,29/08/2019,BBVA,572,355.0,0.0,George Ochoa,0.0,0.0,500
9388,9388,29/08/2019,Clientes (euros),430,0.0,355.0,George Ochoa,0.0,0.0,400
9389,9389,29/08/2019,Clientes (euros),430,54.45,0.0,Kelly Donovan,0.0,0.0,400
9390,9390,29/08/2019,Hacienda Pública. IVA repercutido,477,0.0,9.45,Kelly Donovan,0.0,0.0,400
9391,9391,29/08/2019,Prestaciones de servicios en España,705,0.0,45.0,Kelly Donovan,0.0,45.0,700
9392,9392,29/08/2019,Clientes (euros),430,125.0,0.0,Richard Smith,0.0,0.0,400
9393,9393,29/08/2019,Hacienda Pública. IVA repercutido,477,0.0,21.69,Richard Smith,0.0,0.0,400
9394,9394,29/08/2019,Prestaciones de servicios en España,705,0.0,0.0,Richard Smith,0.0,0.0,700
9395,9395,29/08/2019,Prestaciones de servicios en España,705,0.0,103.31,Richard Smith,0.0,103.31,700
9396,9396,30/08/2019,Acreedores por prestaciones de servicios en España (euros),410,0.0,436.85,James Ferrell,0.0,0.0,400
9397,9397,30/08/2019,Hacienda Pública. IVA soportado,472,86.55,0.0,James Ferrell,0.0,0.0,400
9398,9398,30/08/2019,"Hacienda Pública, acreedora por retenciones practicadas",475,0.0,61.82,James Ferrell,0.0,0.0,400
9399,9399,30/08/2019,Servicios de profesionales independientes,623,412.12,0.0,James Ferrell,412.12,0.0,600
9400,9400,30/08/2019,Acreedores por prestaciones de servicios en España (euros),410,0.0,26.5,Tricia Valencia,0.0,0.0,400
9401,9401,30/08/2019,Hacienda Pública. IVA soportado,472,5.25,0.0,Tricia Valencia,0.0,0.0,400
9402,9402,30/08/2019,"Hacienda Pública, acreedora por retenciones practicadas",475,0.0,3.75,Tricia Valencia,0.0,0.0,400
9403,9403,30/08/2019,Servicios de profesionales independientes,623,25.0,0.0,Tricia Valencia,25.0,0.0,600
9404,9404,30/08/2019,Acreedores por prestaciones de servicios en España (euros),410,0.0,153.70000000000002,Thomas Peterson,0.0,0.0,400
9405,9405,30/08/2019,Hacienda Pública. IVA soportado,472,30.45,0.0,Thomas Peterson,0.0,0.0,400
9406,9406,30/08/2019,"Hacienda Pública, acreedora por retenciones practicadas",475,0.0,21.75,Thomas Peterson,0.0,0.0,400
9407,9407,30/08/2019,Servicios de profesionales independientes,623,145.0,0.0,Thomas Peterson,145.0,0.0,600
9408,9408,30/08/2019,Clientes (euros),430,36.3,0.0,Ethan Adams,0.0,0.0,400
9409,9409,30/08/2019,Hacienda Pública. IVA repercutido,477,0.0,6.3,Ethan Adams,0.0,0.0,400
9410,9410,30/08/2019,Prestaciones de servicios en España,705,0.0,30.0,Ethan Adams,0.0,30.0,700
9411,9411,30/08/2019,Clientes (euros),430,30.25,0.0,Michelle Jacobs,0.0,0.0,400
9412,9412,30/08/2019,Hacienda Pública. IVA repercutido,477,0.0,5.25,Michelle Jacobs,0.0,0.0,400
9413,9413,30/08/2019,Prestaciones de servicios en España,705,0.0,25.0,Michelle Jacobs,0.0,25.0,700
9414,9414,30/08/2019,BBVA,572,54.45,0.0,Kelly Donovan,0.0,0.0,500
9415,9415,30/08/2019,Clientes (euros),430,0.0,54.45,Kelly Donovan,0.0,0.0,400
9416,9416,30/08/2019,BBVA,572,66.55,0.0,Kathryn Snyder,0.0,0.0,500
9417,9417,30/08/2019,Clientes (euros),430,0.0,66.55,Kathryn Snyder,0.0,0.0,400
9418,9418,30/08/2019,BBVA,572,2175.0,0.0,Abigail Shaffer,0.0,0.0,500
9419,9419,30/08/2019,Clientes (euros),430,0.0,2175.0,Abigail Shaffer,0.0,0.0,400
9420,9420,30/08/2019,Clientes (euros),430,2010.6600000000003,0.0,Erin Edwards,0.0,0.0,400
9421,9421,30/08/2019,Hacienda Pública. IVA repercutido,477,0.0,348.96,Erin Edwards,0.0,0.0,400
9422,9422,30/08/2019,Prestaciones de servicios en España,705,0.0,559.44,Erin Edwards,0.0,559.44,700
9423,9423,30/08/2019,Prestaciones de servicios en España,705,0.0,512.82,Erin Edwards,0.0,512.82,700
9424,9424,30/08/2019,Prestaciones de servicios en España,705,0.0,30.0,Erin Edwards,0.0,30.0,700
9425,9425,30/08/2019,Prestaciones de servicios en España,705,0.0,559.44,Erin Edwards,0.0,559.44,700
9426,9426,30/08/2019,"Organismos de la Seguridad Social, acreedores",476,573.67,0.0,Tommy Walter,0.0,0.0,400
9427,9427,30/08/2019,BBVA,572,0.0,573.67,Tommy Walter,0.0,0.0,500
9428,9428,31/08/2019,Clientes (euros),430,2792.0,0.0,Abigail Shaffer,0.0,0.0,400
9429,9429,31/08/2019,Prestaciones de servicios Intracomunitarias,705,0.0,145.0,Abigail Shaffer,0.0,145.0,700
9430,9430,31/08/2019,Prestaciones de servicios Intracomunitarias,705,0.0,2647.0,Abigail Shaffer,0.0,2647.0,700
9431,9431,31/08/2019,Cash,570,0.0,222.08,Steve Sanchez,0.0,0.0,500
9432,9432,31/08/2019,Acreedores por prestaciones de servicios (euros),410,222.08,0.0,Steve Sanchez,0.0,0.0,400
9433,9433,31/08/2019,Acreedores por prestaciones de servicios (euros),410,0.0,222.08,Steve Sanchez,0.0,0.0,400
9434,9434,31/08/2019,Hacienda Pública. IVA soportado,472,38.54,0.0,Steve Sanchez,0.0,0.0,400
9435,9435,31/08/2019,Otros servicios,629,183.54,0.0,Steve Sanchez,183.54,0.0,600
9436,9436,31/08/2019,Acreedores por prestaciones de servicios en España (euros),410,0.0,280.71000000000004,Michael Lewis,0.0,0.0,400
9437,9437,31/08/2019,Hacienda Pública. IVA soportado,472,48.72,0.0,Michael Lewis,0.0,0.0,400
9438,9438,31/08/2019,Transportes,624,231.99,0.0,Michael Lewis,231.99,0.0,600
9439,9439,31/08/2019,Acreedores por prestaciones de servicios en España (euros),410,0.0,42.4,Elizabeth Fowler,0.0,0.0,400
9440,9440,31/08/2019,Hacienda Pública. IVA soportado,472,8.4,0.0,Elizabeth Fowler,0.0,0.0,400
9441,9441,31/08/2019,"Hacienda Pública, acreedora por retenciones practicadas",475,0.0,6.0,Elizabeth Fowler,0.0,0.0,400
9442,9442,31/08/2019,Servicios de profesionales independientes,623,40.0,0.0,Elizabeth Fowler,40.0,0.0,600
9443,9443,31/08/2019,Acreedores por prestaciones de servicios en España (euros),410,0.0,482.5100000000001,Cassandra Gaines,0.0,0.0,400
9444,9444,31/08/2019,Hacienda Pública. IVA soportado,472,95.59,0.0,Cassandra Gaines,0.0,0.0,400
9445,9445,31/08/2019,"Hacienda Pública, acreedora por retenciones practicadas",475,0.0,68.28,Cassandra Gaines,0.0,0.0,400
9446,9446,31/08/2019,Servicios de profesionales independientes,623,455.2000000000001,0.0,Cassandra Gaines,455.2000000000001,0.0,600
9447,9447,31/08/2019,Clientes (euros),430,710.0,0.0,George Ochoa,0.0,0.0,400
9448,9448,31/08/2019,Hacienda Pública. IVA repercutido,477,0.0,123.22,George Ochoa,0.0,0.0,400
9449,9449,31/08/2019,Prestaciones de servicios en España,705,0.0,0.0,George Ochoa,0.0,0.0,700
9450,9450,31/08/2019,Prestaciones de servicios en España,705,0.0,586.78,George Ochoa,0.0,586.78,700
9451,9451,31/08/2019,Acreedores por prestaciones de servicios (euros),410,0.0,151.8,Valerie Taylor,0.0,0.0,400
9452,9452,31/08/2019,Hacienda Pública. IVA repercutido,477,0.0,31.88,Valerie Taylor,0.0,0.0,400
9453,9453,31/08/2019,Hacienda Pública. IVA soportado,472,31.88,0.0,Valerie Taylor,0.0,0.0,400
9454,9454,31/08/2019,Servicios de profesionales independientes,623,151.8,0.0,Valerie Taylor,151.8,0.0,600
9455,9455,31/08/2019,Acreedores por prestaciones de servicios (euros),410,0.0,6.29,Elizabeth Kelley,0.0,0.0,400
9456,9456,31/08/2019,Hacienda Pública. IVA soportado,472,1.09,0.0,Elizabeth Kelley,0.0,0.0,400
9457,9457,31/08/2019,Servicios de profesionales independientes,623,5.2,0.0,Elizabeth Kelley,5.2,0.0,600
9458,9458,31/08/2019,Clientes (euros),430,318.23,0.0,Ryan Munoz,0.0,0.0,400
9459,9459,31/08/2019,Hacienda Pública. IVA repercutido,477,0.0,55.23,Ryan Munoz,0.0,0.0,400
9460,9460,31/08/2019,Prestaciones de servicios en España,705,0.0,75.0,Ryan Munoz,0.0,75.0,700
9461,9461,31/08/2019,Prestaciones de servicios en España,705,0.0,188.0,Ryan Munoz,0.0,188.0,700
9462,9462,31/08/2019,Clientes (euros),430,559.72,0.0,Brittany Farmer,0.0,0.0,400
9463,9463,31/08/2019,Hacienda Pública. IVA repercutido,477,0.0,97.14,Brittany Farmer,0.0,0.0,400
9464,9464,31/08/2019,Prestaciones de servicios en España,705,0.0,20.0,Brittany Farmer,0.0,20.0,700
9465,9465,31/08/2019,Prestaciones de servicios en España,705,0.0,32.400000000000006,Brittany Farmer,0.0,32.400000000000006,700
9466,9466,31/08/2019,Prestaciones de servicios en España,705,0.0,410.18,Brittany Farmer,0.0,410.18,700
9467,9467,31/08/2019,Seguridad Social a cargo de la empresa,642,147.83,0.0,Kimberly Gutierrez,147.83,0.0,600
9468,9468,31/08/2019,"Organismos de la Seguridad Social, acreedores",476,0.0,186.68,Kimberly Gutierrez,0.0,0.0,400
9469,9469,31/08/2019,BBVA,572,0.0,573.07,Kimberly Gutierrez,0.0,0.0,500
9470,9470,31/08/2019,Sueldos y salarios,640,611.92,0.0,Kimberly Gutierrez,611.92,0.0,600
9471,9471,31/08/2019,Seguridad Social a cargo de la empresa,642,237.38,0.0,Stephanie Williams,237.38,0.0,600
9472,9472,31/08/2019,"Organismos de la Seguridad Social, acreedores",476,0.0,285.01,Stephanie Williams,0.0,0.0,400
9473,9473,31/08/2019,BBVA,572,0.0,702.37,Stephanie Williams,0.0,0.0,500
9474,9474,31/08/2019,Sueldos y salarios,640,750.0,0.0,Stephanie Williams,750.0,0.0,600
9475,9475,02/09/2019,Clientes (euros),430,431.68,0.0,Whitney Peters,0.0,0.0,400
9476,9476,02/09/2019,Hacienda Pública. IVA repercutido,477,0.0,74.92,Whitney Peters,0.0,0.0,400
9477,9477,02/09/2019,Prestaciones de servicios en España,705,0.0,356.76,Whitney Peters,0.0,356.76,700
9478,9478,02/09/2019,BBVA,572,751.56,0.0,Jeffrey Roberson,0.0,0.0,500
9479,9479,02/09/2019,Clientes (euros),430,0.0,751.56,Jeffrey Roberson,0.0,0.0,400
9480,9480,02/09/2019,BBVA,572,0.0,282.47,Manuel Brock,0.0,0.0,500
9481,9481,02/09/2019,Acreedores por prestaciones de servicios (euros),410,282.47,0.0,Manuel Brock,0.0,0.0,400
9482,9482,02/09/2019,Acreedores por prestaciones de servicios (euros),410,0.0,382.17,Lisa Allen,0.0,0.0,400
9483,9483,02/09/2019,Hacienda Pública. IVA soportado,472,66.33,0.0,Lisa Allen,0.0,0.0,400
9484,9484,02/09/2019,Servicios de profesionales independientes,623,315.84000000000003,0.0,Lisa Allen,315.84000000000003,0.0,600
9485,9485,03/09/2019,BBVA,572,355.0,0.0,George Ochoa,0.0,0.0,500
9486,9486,03/09/2019,Clientes (euros),430,0.0,355.0,George Ochoa,0.0,0.0,400
9487,9487,04/09/2019,BBVA,572,29.0,0.0,Travis Harris,0.0,0.0,500
9488,9488,04/09/2019,Clientes (euros),430,0.0,29.0,Travis Harris,0.0,0.0,400
9489,9489,04/09/2019,Pagatelia,572,30.25,0.0,Cristian Santos,0.0,0.0,500
9490,9490,04/09/2019,BBVA,572,0.0,30.25,Cristian Santos,0.0,0.0,500
9491,9491,04/09/2019,Pagatelia,572,30.0,0.0,Cristian Santos,0.0,0.0,500
9492,9492,04/09/2019,BBVA,572,0.0,30.0,Cristian Santos,0.0,0.0,500
9493,9493,05/09/2019,BBVA,572,35.0,0.0,Vincent Novak,0.0,0.0,500
9494,9494,05/09/2019,Clientes (euros),430,0.0,35.0,Vincent Novak,0.0,0.0,400
9495,9495,05/09/2019,BBVA,572,0.0,280.71,Michael Lewis,0.0,0.0,500
9496,9496,05/09/2019,Acreedores por prestaciones de servicios en España (euros),410,280.71,0.0,Michael Lewis,0.0,0.0,400
9497,9497,05/09/2019,Clientes (euros),430,35.0,0.0,Vincent Novak,0.0,0.0,400
9498,9498,05/09/2019,Hacienda Pública. IVA repercutido,477,0.0,6.07,Vincent Novak,0.0,0.0,400
9499,9499,05/09/2019,Prestaciones de servicios en España,705,0.0,28.93,Vincent Novak,0.0,28.93,700
9500,9500,05/09/2019,Clientes (euros),430,180.0,0.0,Michele Williams,0.0,0.0,400
9501,9501,05/09/2019,Hacienda Pública. IVA repercutido,477,0.0,31.24,Michele Williams,0.0,0.0,400
9502,9502,05/09/2019,Prestaciones de servicios en España,705,0.0,148.76,Michele Williams,0.0,148.76,700
9503,9503,06/09/2019,Acreedores por prestaciones de servicios (euros),410,0.0,1079.93,Lisa Allen,0.0,0.0,400
9504,9504,06/09/2019,Hacienda Pública. IVA soportado,472,187.43,0.0,Lisa Allen,0.0,0.0,400
9505,9505,06/09/2019,Servicios de profesionales independientes,623,892.5,0.0,Lisa Allen,892.5,0.0,600
9506,9506,06/09/2019,BBVA,572,0.0,6.29,Elizabeth Kelley,0.0,0.0,500
9507,9507,06/09/2019,Acreedores por prestaciones de servicios (euros),410,6.29,0.0,Elizabeth Kelley,0.0,0.0,400
9508,9508,09/09/2019,Cash,570,78.65,0.0,Ethan Adams,0.0,0.0,500
9509,9509,09/09/2019,Clientes (euros),430,0.0,78.65,Ethan Adams,0.0,0.0,400
9510,9510,09/09/2019,BBVA,572,135.76,0.0,Donald Wright,0.0,0.0,500
9511,9511,09/09/2019,Clientes (euros),430,0.0,135.76,Donald Wright,0.0,0.0,400
9512,9512,09/09/2019,BBVA,572,30.0,0.0,Michael Henry,0.0,0.0,500
9513,9513,09/09/2019,Clientes (euros),430,0.0,30.0,Michael Henry,0.0,0.0,400
9514,9514,09/09/2019,Clientes (euros),430,78.65,0.0,Ethan Adams,0.0,0.0,400
9515,9515,09/09/2019,Hacienda Pública. IVA repercutido,477,0.0,13.65,Ethan Adams,0.0,0.0,400
9516,9516,09/09/2019,Prestaciones de servicios en España,705,0.0,65.0,Ethan Adams,0.0,65.0,700
9517,9517,10/09/2019,Clientes (euros),430,102.85,0.0,Ethan Adams,0.0,0.0,400
9518,9518,10/09/2019,Hacienda Pública. IVA repercutido,477,0.0,17.85,Ethan Adams,0.0,0.0,400
9519,9519,10/09/2019,Prestaciones de servicios en España,705,0.0,85.0,Ethan Adams,0.0,85.0,700
9520,9520,10/09/2019,Clientes (euros),430,242.0,0.0,Ethan Adams,0.0,0.0,400
9521,9521,10/09/2019,Hacienda Pública. IVA repercutido,477,0.0,42.0,Ethan Adams,0.0,0.0,400
9522,9522,10/09/2019,Prestaciones de servicios en España,705,0.0,200.0,Ethan Adams,0.0,200.0,700
9523,9523,10/09/2019,Clientes (euros),430,166.54,0.0,Dana Bennett,0.0,0.0,400
9524,9524,10/09/2019,Hacienda Pública. IVA repercutido,477,0.0,28.9,Dana Bennett,0.0,0.0,400
9525,9525,10/09/2019,Prestaciones de servicios en España,705,0.0,137.64,Dana Bennett,0.0,137.64,700
9526,9526,10/09/2019,Clientes (euros),430,30.0,0.0,Michael Henry,0.0,0.0,400
9527,9527,10/09/2019,Hacienda Pública. IVA repercutido,477,0.0,5.21,Michael Henry,0.0,0.0,400
9528,9528,10/09/2019,Prestaciones de servicios en España,705,0.0,0.0,Michael Henry,0.0,0.0,700
9529,9529,10/09/2019,Prestaciones de servicios en España,705,0.0,24.79,Michael Henry,0.0,24.79,700
9530,9530,10/09/2019,BBVA,572,0.0,101.11,Michael Lopez,0.0,0.0,500
9531,9531,10/09/2019,Acreedores por prestaciones de servicios (euros),410,101.11,0.0,Michael Lopez,0.0,0.0,400
9532,9532,11/09/2019,Acreedores por prestaciones de servicios (euros),410,0.0,60.5,Sierra Johnson,0.0,0.0,400
9533,9533,11/09/2019,Hacienda Pública. IVA soportado,472,10.5,0.0,Sierra Johnson,0.0,0.0,400
9534,9534,11/09/2019,Servicios bancarios y similares,626,50.0,0.0,Sierra Johnson,50.0,0.0,600
9535,9535,11/09/2019,BBVA,572,60.0,0.0,Jordan Chambers,0.0,0.0,500
9536,9536,11/09/2019,Clientes (euros),430,0.0,60.0,Jordan Chambers,0.0,0.0,400
9537,9537,11/09/2019,Clientes (euros),430,60.0,0.0,Jordan Chambers,0.0,0.0,400
9538,9538,11/09/2019,Hacienda Pública. IVA repercutido,477,0.0,10.41,Jordan Chambers,0.0,0.0,400
9539,9539,11/09/2019,Prestaciones de servicios en España,705,0.0,0.0,Jordan Chambers,0.0,0.0,700
9540,9540,11/09/2019,Prestaciones de servicios en España,705,0.0,49.59,Jordan Chambers,0.0,49.59,700
9541,9541,11/09/2019,BBVA,572,85.0,0.0,Jenna Wilson,0.0,0.0,500
9542,9542,11/09/2019,Clientes (euros),430,0.0,85.0,Jenna Wilson,0.0,0.0,400
9543,9543,11/09/2019,Clientes (euros),430,85.0,0.0,Jenna Wilson,0.0,0.0,400
9544,9544,11/09/2019,Hacienda Pública. IVA repercutido,477,0.0,14.75,Jenna Wilson,0.0,0.0,400
9545,9545,11/09/2019,Prestaciones de servicios en España,705,0.0,70.25,Jenna Wilson,0.0,70.25,700
9546,9546,12/09/2019,BBVA,572,0.0,102.67,Tommy Walter,0.0,0.0,500
9547,9547,12/09/2019,Servicios bancarios y similares,626,102.67,0.0,Sierra Johnson,102.67,0.0,600
9548,9548,12/09/2019,BBVA,572,0.0,60.5,Sierra Johnson,0.0,0.0,500
9549,9549,12/09/2019,Acreedores por prestaciones de servicios (euros),410,60.5,0.0,Sierra Johnson,0.0,0.0,400
9550,9550,12/09/2019,BBVA,572,166.54,0.0,Dana Bennett,0.0,0.0,500
9551,9551,12/09/2019,Clientes (euros),430,0.0,166.54,Dana Bennett,0.0,0.0,400
9552,9552,12/09/2019,Clientes (euros),430,29.0,0.0,Travis Harris,0.0,0.0,400
9553,9553,12/09/2019,Hacienda Pública. IVA repercutido,477,0.0,5.03,Travis Harris,0.0,0.0,400
9554,9554,12/09/2019,Ventas de mercaderías en España,700,0.0,0.0,Travis Harris,0.0,0.0,700
9555,9555,12/09/2019,Prestaciones de servicios en España,705,0.0,23.97,Travis Harris,0.0,23.97,700
9556,9556,13/09/2019,BBVA,572,0.0,310.6,Leslie Gardner,0.0,0.0,500
9557,9557,13/09/2019,Acreedores por prestaciones de servicios (euros),410,310.6,0.0,Leslie Gardner,0.0,0.0,400
9558,9558,13/09/2019,BBVA,572,30.0,0.0,Krista Benton,0.0,0.0,500
